Fund Name,Currency,Risk Rating,Cash,CPFIS-OA,CPFIS-SA,SRS,Management Fee,Annual Expense Ratio,Fund Size(million),Initial,Subsequent,Indicated Gross <br\/> Dividend Yield* (%),Cash Investment,Frequency,FSM Sales Charge,
"Allianz Asian Multi Income Plus Cl AMg DIS H2-SGD",SGD,6,Y,N,N,Y,1.25%,1.50%,USD 383.99,1000.00,100.00,4.90%,Payout,M,0,
"Schroder ISF Global Multi-Asset Income A Acc SGD",SGD,5,Y,N,N,N,1.25%,1.54%,USD 2115.06,1000.00,100.00,,,,0,
"JPMorgan Funds - Japan Equity A (acc) USD-H",USD,8,Y,N,N,Y,1.50%,1.75%,USD 5024.70,1000.00,100.00,,,,0,
"HSBC Portfolios - World Selection 1 AMH SGD",SGD,6,Y,N,N,Y,1.00%,1.34%,USD 472.96,1000.00,100.00,1.39%,Payout,M,0,
"FSSA China Growth I Acc USD",USD,9,Y,N,N,N,2.00%,2.08%,USD 4406.60,1500.00,1000.00,,,,0,
"Blackrock World Energy Fund A2 USD",USD,10,Y,N,N,Y,1.75%,2.07%,USD 2289.04,1000.00,100.00,,,,0,
"HGIF - India Fixed Income AC USD",USD,5,Y,N,N,N,1.10%,1.45%,USD 825.80,1000.00,100.00,,,,0,
"HGIF - Managed Solutions - Asia Focused Income AM3H SGD",SGD,7,Y,N,N,Y,1.25%,1.63%,USD 835.45,1000.00,100.00,3.02%,Payout,M,0,
"Aviva Investors - Multi-Strategy Target Return Ah SGD",SGD,10,Y,N,N,Y,1.50%,1.60%,EUR 1156.93,1000.00,100.00,,,,0,
"PIMCO Global Bond Fund Cl E Acc USD",USD,2,Y,N,N,Y,1.39%,1.39%,USD 15600.00,1000.00,500.00,,,,0,
"Aviva Investors - Multi-Strategy Target Return Ah USD",USD,10,Y,N,N,Y,1.50%,1.60%,EUR 1156.93,1000.00,100.00,,,,0,
"Eastspring Investments - US Corporate Bond A USD",USD,3,Y,N,N,N,0.90%,1.39%,USD 3797.70,1000.00,100.00,,,,0,
"Nikko AM MyHome Income Z SGD",SGD,5,Y,N,N,Y,0.50%,2.15%,SGD 3.03,1000.00,100.00,3.95%,Reinvest,H,0,
"Blackrock Nutrition A2 SGD-H",SGD,10,Y,N,N,Y,1.50%,1.82%,USD 229.38,1000.00,100.00,,,,0,
"Schroder ISF Global Emerging Market Opportunities A Acc SGD",SGD,9,Y,N,N,N,1.50%,1.86%,USD 1937.29,1000.00,100.00,,,,0,
"Neuberger Berman Emerging Market Corporate Debt A MDis USD",USD,5,Y,N,N,Y,1.60%,1.80%,USD 150.77,1000.00,100.00,5.10%,Payout,M,0,
"PineBridge US Large Cap Research Enhanced A USD",USD,8,Y,N,N,Y,1.00%,1.69%,USD 150.50,1000.00,100.00,,,,0,
"Fidelity European Growth SR-ACC-SGD (CPF)",SGD,8,N,Y,N,N,1.30%,1.69%,EUR 6927.00,1000.00,100.00,,,,0,
"Blackrock Latin American A2 USD",USD,9,Y,N,N,Y,1.75%,2.11%,USD 871.53,1000.00,100.00,,,,0,
"Schroder BRIC Acc SGD",SGD,9,Y,N,N,Y,,1.95%,SGD 74.21,1000.00,500.00,,,,0,
"FTIF - Templeton Frontier Markets A Acc SGD",SGD,10,Y,N,N,Y,1.60%,2.69%,USD 317.00,1000.00,100.00,,,,0,
"PIMCO Emerging Markets Bond Fund Cl E Acc USD",USD,5,Y,N,N,Y,1.69%,1.69%,USD 5100.00,1000.00,500.00,,,,0,
"United Japan Small and Mid Cap USD",USD,10,Y,N,N,N,1.75%,2.05%,USD 111.39,1000.00,100.00,,,,0,
"Neuberger Berman US Long Short Equity A1  Acc USD",USD,10,Y,N,N,Y,2.00%,2.16%,USD 470.18,1000.00,100.00,,,,0,
"HGIF - Global Equity Volatility Focused AM3H SGD",SGD,7,Y,N,N,Y,0.80%,1.88%,USD 131.09,1000.00,100.00,2.01%,Payout,M,0,
"Neuberger Berman US Real Estate Securities A Acc SGD-H",SGD,10,Y,N,N,Y,1.50%,1.80%,USD 500.44,1000.00,100.00,,,,0,
"AB FCP I Global Equity Blend A SGD",SGD,7,Y,N,N,N,1.60%,1.93%,USD 119.45,3000.00,1000.00,,,,0,
"Eastspring Investments - Global Market Navigator ASDMC1 SGD-H",SGD,6,Y,N,N,N,1.25%,1.39%,USD 187.10,1000.00,100.00,2.97%,Payout,M,0,
"Legg Mason ClearBridge - US Aggressive Growth A Acc USD",USD,9,Y,N,N,N,1.30%,1.74%,USD 767.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - Global Multi Strategy A Mdis SGD-H Plus",SGD,4,Y,N,N,N,1.10%,1.34%,USD 657.00,1000.00,100.00,4.14%,Reinvest,M,0,
"HGIF - Turkey Equity Fund CL AD SGD",SGD,10,Y,N,N,Y,1.75%,2.15%,EUR 37.58,1000.00,100.00,0.69%,Reinvest,Y,0,
"Neuberger Berman Emerging Market Corporate Debt A Acc USD",USD,5,Y,N,N,Y,1.60%,1.80%,USD 150.77,1000.00,100.00,,,,0,
"Eastspring Investments - Global Emerging Markets Dynamic A USD",USD,9,Y,N,N,N,1.50%,1.91%,USD 659.00,1000.00,100.00,,,,0,
"Neuberger Berman Emerging Market Debt Hard Currency A MDis SGD-H",SGD,5,Y,N,N,Y,1.40%,1.50%,USD 4334.76,1000.00,100.00,5.23%,Payout,M,0,
"Fidelity Global Financial Services A-USD",USD,10,Y,N,N,N,1.50%,1.91%,EUR 1257.00,1000.00,100.00,0.17%,Reinvest,Y,0,
"Eastspring Investments - North American Value Cl AS SGD",SGD,8,Y,N,N,Y,1.50%,2.07%,USD 20.50,1000.00,100.00,,,,0,
"FTIF - Templeton Global Equity Income AS MDIS SGD (CPF)",SGD,7,N,N,N,N,1.00%,1.75%,USD 81.00,1000.00,100.00,,,,0,
"Fidelity Emerging Markets SR-ACC-SGD (CPF)",SGD,9,N,Y,N,N,1.30%,1.72%,USD 6866.00,1000.00,100.00,,,,0,
"Eastspring Investments - Japan Dynamic AS SGD",SGD,8,Y,N,N,Y,1.50%,1.59%,JPY 132462.60,1000.00,100.00,,,,0,
"Janus Henderson Horizon China Opportunities A2 USD",USD,10,Y,N,N,N,1.20%,1.92%,USD 146.19,1000.00,100.00,,,,0,
"Allianz US Equity Cl AT Acc SGD",SGD,8,Y,N,N,Y,1.50%,1.85%,USD 307.54,1000.00,100.00,,,,0,
"BNP Paribas Europe Dividend EUR",EUR,8,Y,N,N,N,1.50%,1.97%,EUR 184.00,1000.00,100.00,,,,0,
"Natixis Seeyond Volatility Strategy RA EUR",EUR,10,Y,N,N,N,1.20%,1.33%,EUR 11.00,1000.00,100.00,,,,0,
"HGIF - BRIC Equity AC SGD",SGD,9,Y,N,N,Y,1.50%,1.85%,USD 277.69,1000.00,100.00,,,,0,
"Fidelity Asian High Yield A-HMDIST(G)-AUD (hedged)",AUD,5,Y,N,N,N,1.00%,1.39%,USD 5191.00,1000.00,100.00,7.90%,Payout,M,0,
"Fidelity Emerging Markets Focus A-EUR",EUR,9,Y,N,N,N,1.50%,1.91%,USD 947.00,1000.00,100.00,0.31%,Reinvest,Y,0,
"Fidelity Emerging Markets Focus A-USD",USD,9,Y,N,N,N,1.50%,1.91%,USD 947.00,1000.00,100.00,0.29%,Reinvest,Y,0,
"Neuberger Berman Strategic Income A MDis SGD-H",SGD,3,Y,N,N,Y,1.00%,1.15%,USD 1306.18,1000.00,100.00,4.05%,Payout,M,0,
"JPMorgan Funds - Latin America Equity A (acc) USD",USD,9,Y,N,N,Y,1.50%,1.80%,USD 618.80,1000.00,500.00,,,,0,
"Neuberger Berman Emerging Market Debt Local Currency A Acc USD",USD,5,Y,N,N,Y,1.50%,1.70%,USD 2516.73,1000.00,100.00,,,,0,
"Fidelity Greater China SR-ACC-SGD (CPF)",SGD,8,N,Y,N,N,1.30%,1.73%,USD 1253.00,1000.00,100.00,,,,0,
"FTIF - Templeton Emerging Markets A Acc SGD",SGD,9,Y,N,N,Y,1.15%,1.99%,USD 1110.00,1000.00,100.00,,,,0,
"Natixis Seeyond Volatility Strategy RA SGD-H",SGD,10,Y,N,N,N,1.20%,1.25%,EUR 11.00,1000.00,100.00,,,,0,
"Allianz US Equity Dividend Cl AT Acc SGD",SGD,8,Y,N,N,Y,1.50%,1.86%,USD 2.85,1000.00,100.00,,,,0,
"United Asia Pacific Real Estate Income Acc SGD",SGD,10,Y,N,N,Y,1.50%,2.38%,SGD 16.76,1000.00,100.00,,,,0,
"BNP Paribas Europe Growth Classic RH SGD MD",SGD,8,Y,N,N,N,1.50%,1.97%,EUR 503.00,1000.00,100.00,2.10%,Payout,M,0,
"BNP Paribas US Mid Cap Classic Dis USD",USD,10,Y,N,N,N,1.75%,2.29%,USD 138.00,1000.00,100.00,1.42%,Payout,Y,0,
"BNP Paribas Japan Equity Classic Cap H USD",USD,8,Y,N,N,N,1.50%,1.97%,JPY 20033.00,1000.00,100.00,,,,0,
"Allianz Asian Multi Income Plus Cl AM DIS USD",USD,6,Y,N,N,Y,1.25%,1.50%,USD 383.99,1000.00,100.00,4.47%,Payout,M,0,
"Fidelity America SR-ACC-USD  (CPF)",USD,8,N,Y,N,N,1.30%,1.69%,USD 2863.00,1000.00,100.00,,,,0,
"Allianz Asian Multi Income Plus Cl AMg DIS H2-GBP",GBP,6,Y,N,N,Y,1.25%,1.50%,USD 383.99,1000.00,100.00,4.48%,Payout,M,0,
"HGIF - Global Equity Volatility Focused ACH AUD",AUD,7,Y,N,N,Y,0.80%,1.87%,USD 131.09,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Equity Income ASDM SGD",SGD,8,Y,N,N,N,1.50%,1.61%,USD 622.60,1000.00,100.00,4.20%,Payout,M,0,
"Natixis Seeyond Volatility Strategy RA USD-H",USD,10,Y,N,N,N,1.20%,1.29%,EUR 11.00,1000.00,100.00,,,,0,
"Fidelity Pacific A-SGD",SGD,8,Y,N,N,N,1.50%,1.92%,USD 2063.00,1000.00,100.00,,Reinvest,Y,0,
"Threadneedle (Lux) Asia Contrarian Equity AU Acc USD",USD,8,Y,N,N,Y,1.50%,1.80%,USD 178.20,1000.00,100.00,,,,0,
"Fidelity European Dividend A-MINCOME(G)-USD (hedged)",USD,8,Y,N,N,N,1.50%,1.92%,EUR 108.00,1000.00,100.00,3.27%,Payout,M,0,
"Fidelity European Dynamic Growth A-ACC-USD (hedged)",USD,8,Y,N,N,N,1.50%,1.90%,EUR 5188.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Asia Pacific Income A (mth) USD",USD,6,Y,N,N,Y,1.50%,1.77%,USD 2218.90,1000.00,500.00,3.72%,Payout,M,0,
"United Asia Fund SGD",SGD,8,Y,N,N,Y,1.25%,1.75%,SGD 49.20,1000.00,100.00,,,,0,
"PineBridge Global Emerging Markets Local Currency Bond A USD",USD,5,Y,N,N,Y,1.50%,2.39%,USD 17.90,1000.00,100.00,,,,0,
"NN (L) Emerging Markets Debt (Hard Currency) X EUR-H",EUR,5,Y,N,N,Y,1.50%,1.83%,USD 7143.22,1000.00,100.00,,,,0,
"Eastspring Investments - Asian Equity Fund A USD",USD,8,Y,N,N,N,1.50%,2.12%,USD 330.80,1000.00,100.00,,,,0,
"Blackrock Asian Growth Leaders A2 SGD-H",SGD,8,Y,N,N,Y,1.50%,1.84%,USD 1709.67,1000.00,100.00,,,,0,
"Neuberger Berman High Yield Bond A Acc USD",USD,4,Y,N,N,Y,1.20%,1.34%,USD 3256.23,1000.00,100.00,,,,0,
"JPMorgan Funds - Emerging Markets Dividend A (irc) AUD-H",AUD,9,Y,N,N,Y,1.50%,1.80%,USD 538.20,1000.00,500.00,3.03%,Payout,M,0,
"Neuberger Berman Short Duration High Yield Bond A MDis SGD-H",SGD,4,Y,N,N,Y,1.20%,1.34%,USD 657.65,1000.00,100.00,5.59%,Payout,M,0,
"Schroder ISF Global Gold A Acc USD",USD,10,Y,N,N,N,1.50%,1.84%,USD 388.18,1000.00,100.00,,,,0,
"JPMorgan Funds - US Value A (acc) USD",USD,8,Y,N,N,Y,1.50%,1.71%,USD 4604.00,1000.00,500.00,,,,0,
"Neuberger Berman Short Duration High Yield Bond A MDis AUD-H",AUD,4,Y,N,N,Y,1.20%,1.34%,USD 657.65,1000.00,100.00,5.59%,Payout,M,0,
"Neuberger Berman Short Duration Emerging Market Debt A MDis USD",USD,4,Y,N,N,Y,1.00%,1.09%,USD 6077.69,1000.00,100.00,4.59%,Payout,M,0,
"BNP Paribas Target Risk Balanced Classic Dis EUR",EUR,6,Y,N,N,N,1.10%,1.77%,EUR 1498.00,1000.00,100.00,,Payout,Y,0,
"BNP Paribas USD Money Market Classic Cap USD",USD,2,Y,N,N,N,0.50%,0.37%,USD 372.00,1000.00,100.00,,,,0,
"Neuberger Berman Emerging Market Debt Hard Currency A Acc USD",USD,5,Y,N,N,Y,1.40%,1.50%,USD 4334.76,1000.00,100.00,,,,0,
"HGIF - Managed Solutions - Asia Focused Growth ACH SGD",SGD,7,Y,N,N,Y,1.50%,1.91%,USD 50.61,1000.00,100.00,,,,0,
"Schroder ISF Global Multi-Asset Income A Dis SGD",SGD,5,Y,N,N,N,1.25%,1.54%,USD 2115.06,1000.00,100.00,4.97%,Payout,M,0,
"Eastspring Investments - North American Value Cl A USD",USD,8,Y,N,N,N,1.50%,2.07%,USD 20.50,1000.00,100.00,,,,0,
"Blackrock Global Multi-Asset Income A8 AUD-H",AUD,5,Y,N,N,Y,1.50%,1.78%,USD 6840.35,1000.00,100.00,3.91%,Reinvest,M,0,
"Schroder ISF Global Gold A Acc SGD-H",SGD,10,Y,N,N,N,1.50%,1.87%,USD 388.18,1000.00,100.00,,,,0,
"Eastspring Investments - Japan Dynamic A USD-H",USD,8,Y,N,N,N,1.50%,1.58%,JPY 132462.60,1000.00,100.00,,,,0,
"BNP Paribas Euro High Yield Bond Classic Cap EUR",EUR,4,Y,N,N,N,1.20%,1.57%,EUR 559.00,1000.00,100.00,,,,0,
"Natixis Loomis Sayles Multisector Income RD SGD-H",SGD,3,Y,N,N,N,1.25%,1.38%,USD 895.50,1100.00,100.00,2.71%,Payout,Q,0,
"JPMorgan Funds - Emerging Markets Dividend A (mth) USD",USD,9,Y,N,N,Y,1.50%,1.80%,USD 538.20,1000.00,500.00,3.22%,Payout,M,0,
"Blackrock China Fund A2 EUR-H",EUR,9,Y,N,N,Y,1.50%,1.84%,USD 1745.41,1000.00,100.00,,,,0,
"Threadneedle (Lux) Pan European Small Cap Opportunities ASH Acc SGD-H",SGD,10,Y,N,N,Y,1.50%,1.85%,EUR 1036.00,1000.00,100.00,,,,0,
"Blackrock Emerging Markets Bond A2 GBP-H",GBP,5,Y,N,N,Y,1.25%,1.47%,USD 1663.13,1000.00,100.00,,,,0,
"Wells Fargo US Large Cap Growth Fund Cl A Acc USD",USD,8,Y,N,N,N,1.50%,1.71%,USD 238.09,1100.00,100.00,,,,0,
"DWS Invest Top Euroland LCH(P) SGD",SGD,8,Y,N,N,N,1.50%,1.63%,EUR 502.50,1000.00,100.00,,,,0,
"Schroder ISF Global Gold A Acc EUR-H",EUR,10,Y,N,N,N,1.50%,1.87%,USD 388.18,1000.00,100.00,,,,0,
"JPMorgan Funds - US Value A (acc) SGD",SGD,8,Y,N,N,Y,1.50%,1.80%,USD 4604.00,1000.00,500.00,,,,0,
"Blackrock World Financials A2 USD",USD,10,Y,N,N,Y,1.50%,1.83%,USD 1400.21,1000.00,100.00,,,,0,
"JPMorgan Investment Funds - Global Income A (div) SGD-H",SGD,5,Y,N,N,Y,1.25%,1.45%,USD 27976.80,1000.00,100.00,4.22%,Payout,Q,0,
"Blackrock Emerging Markets Corporate Bond A2 USD",USD,5,Y,N,N,Y,1.50%,1.69%,USD 1155.46,1000.00,100.00,,,,0,
"PineBridge Asia ex Japan Small Cap Equity A USD",USD,10,Y,N,N,Y,1.30%,1.95%,USD 2472.10,1000.00,100.00,,,,0,
"PineBridge Global Dynamic Asset Allocation A USD",USD,6,Y,N,N,Y,1.30%,1.92%,USD 959.40,1000.00,100.00,,,,0,
"Amundi Funds Global Aggregate Bond A2 (MD) SGD-H",SGD,4,Y,N,N,N,0.95%,1.20%,USD 4789.11,1000.00,100.00,1.55%,Payout,M,0,
"Blackrock China Fund A2 AUD-H",AUD,9,Y,N,N,Y,1.50%,1.84%,USD 1745.41,1000.00,100.00,,,,0,
"BNP Paribas Europe Growth Classic Cap EUR",EUR,8,Y,N,N,N,1.50%,1.97%,EUR 503.00,1000.00,100.00,,,,0,
"Eastspring Investments - Global Low Volatility Equity AS SGD",SGD,7,Y,N,N,Y,1.25%,1.56%,USD 600.20,1000.00,100.00,,,,0,
"Wells Fargo Emerging Markets Equity Income A Acc USD",USD,9,Y,N,N,N,1.85%,2.15%,USD 169.47,1100.00,100.00,,,,0,
"Allianz European Equity Dividend Cl AM DIS H2-SGD",SGD,8,Y,N,N,Y,1.50%,1.83%,EUR 1817.89,1000.00,100.00,5.34%,Payout,M,0,
"Threadneedle (Lux) Asia Contrarian Equity ASH Acc SGD-H",SGD,8,Y,N,N,Y,1.50%,1.80%,SGD 237.10,1000.00,100.00,,,,0,
"Blackrock US Dollar High Yield Bond A2 AUD-H",AUD,4,Y,N,N,Y,1.25%,1.46%,USD 3698.90,1000.00,100.00,,,,0,
"Blackrock Global Equity Income A5 SGD-H",SGD,7,Y,N,N,Y,1.50%,1.83%,USD 1077.77,1000.00,100.00,1.70%,Reinvest,Q,0,
"Blackrock European Special Situations A2 USD-H",USD,8,Y,N,N,Y,1.50%,1.82%,EUR 1344.67,1000.00,100.00,,,,0,
"Blackrock Asian Tiger Bond A6 SGD-H",SGD,4,Y,N,N,Y,1.00%,1.22%,USD 5862.95,1000.00,100.00,4.95%,Reinvest,M,0,
"Fullerton Lux Funds - Asian High Yield Bonds A Dis SGD-H",SGD,5,Y,N,N,Y,1.25%,1.42%,SGD 191.39,1000.00,100.00,5.00%,Payout,Q,0,
"FTIF - Franklin Mutual US Value A Acc SGD",SGD,8,Y,N,N,Y,1.00%,1.88%,USD 339.00,1000.00,100.00,,,,0,
"Legg Mason Western Asset - US Government Liquidity A Acc USD",USD,2,Y,N,N,N,0.80%,0.51%,USD 891.00,1000.00,100.00,,,,0,
"JPMorgan Funds - Korea Equity A (acc) USD",USD,9,Y,N,N,Y,1.50%,1.80%,USD 888.70,1000.00,500.00,,,,0,
"Nikko AM Shenton Short Term Bond AUD-H",AUD,2,Y,N,N,Y,0.50%,0.61%,SGD 371.48,5000.00,100.00,,,,0,
"Neuberger Berman Asian Debt Hard Currency A MDis SGD",SGD,4,Y,N,N,Y,1.20%,1.40%,USD 18.98,1000.00,100.00,4.61%,Payout,M,0,
"BNP Paribas Flexi I US Mortgage Classic H MD Dis CNH",CNH,5,Y,N,N,N,0.90%,1.24%,USD 431.00,1000.00,100.00,4.29%,Payout,M,0,
"Blackrock Global Corporate Bond A8 AUD-H",AUD,3,Y,N,N,Y,0.90%,1.12%,USD 1618.65,1000.00,100.00,2.11%,Reinvest,M,0,
"Blackrock Emerging Markets Bond A3 USD",USD,5,Y,N,N,Y,1.25%,1.47%,USD 1663.13,1000.00,100.00,3.73%,Reinvest,M,0,
"Blackrock Latin American A2 AUD-H",AUD,9,Y,N,N,Y,1.75%,2.11%,USD 871.53,1000.00,100.00,,,,0,
"Blackrock Emerging Europe A2 SGD-H",SGD,9,Y,N,N,Y,1.75%,2.07%,EUR 645.36,1000.00,100.00,,,,0,
"Allianz US Short Duration High Income Bond Cl AM DIS H2-EUR",EUR,4,Y,N,N,Y,1.10%,1.34%,USD 1531.08,1000.00,100.00,3.54%,Payout,M,0,
"Fullerton Lux Funds - RMB Bonds A Acc SGD",SGD,5,Y,N,N,Y,0.80%,1.08%,SGD 105.10,1000.00,100.00,,,,0,
"Fullerton Lux Funds - Asian Short Duration Bond A Acc SGD-H",SGD,3,Y,N,N,Y,0.70%,0.88%,SGD 242.74,1000.00,100.00,,,,0,
"Allianz Asian Multi Income Plus Cl AMg DIS H2-AUD",AUD,6,Y,N,N,Y,1.25%,1.50%,USD 383.99,1000.00,100.00,4.94%,Payout,M,0,
"JPMorgan Funds - US Technology A (dist) USD",USD,10,Y,N,N,Y,1.50%,1.74%,USD 6236.30,1000.00,100.00,0.02%,Reinvest,Y,0,
"United Income Focus Trust Acc SGD-H",SGD,6,Y,N,N,Y,1.25%,1.55%,SGD 1213.11,1000.00,100.00,,,,0,
"United Income Focus Trust Dis SGD-H",SGD,6,Y,N,N,Y,1.25%,1.55%,SGD 1213.11,1000.00,100.00,6.07%,Payout,M,0,
"LionGlobal Asia Bond SGD-H",SGD,4,Y,N,N,Y,1.00%,1.11%,SGD 142.60,1000.00,100.00,3.09%,Payout,Q,0,
"Fidelity Greater China A-USD",USD,8,Y,N,N,Y,1.50%,1.93%,USD 1253.00,1000.00,100.00,0.13%,Reinvest,Y,0,
"FTSF - Franklin Global Sukuk A (Mdis) SGD",SGD,5,Y,N,N,Y,1.00%,1.50%,USD 320.00,1000.00,100.00,3.29%,Reinvest,M,0,
"BNP Paribas Emerging Multi-Asset Income Classic MD Dis USD",USD,6,Y,N,N,N,1.25%,1.67%,USD 85.00,1000.00,100.00,6.86%,Payout,M,0,
"BNP Paribas Emerging Multi-Asset Income Classic Cap USD",USD,6,Y,N,N,N,1.25%,1.67%,USD 85.00,1000.00,100.00,,,,0,
"BNP Paribas Emerging Multi-Asset Income Classic RH MD Dis AUD",AUD,6,Y,N,N,N,1.25%,1.67%,USD 143.52,1000.00,100.00,6.72%,Payout,M,0,
"HGIF - Managed Solutions - Asia Focused Conservative AC USD",USD,7,Y,N,N,N,0.70%,1.15%,USD 103.65,1000.00,100.00,,,,0,
"Blackrock Global Corporate Bond A6 USD",USD,3,Y,N,N,Y,0.90%,1.12%,USD 1618.65,1000.00,100.00,2.57%,Reinvest,M,0,
"JPMorgan Funds - Global Corporate Bond A (mth) USD",USD,3,Y,N,N,Y,0.80%,1.00%,USD 5928.20,1000.00,500.00,3.27%,Payout,M,0,
"Natixis DNCA Emerging Europe Equity RA SGD",SGD,9,Y,N,N,N,1.47%,1.70%,USD 40.00,1500.00,100.00,,,,0,
"Eastspring Investments - World Value Equity A USD",USD,7,Y,N,N,N,1.50%,2.11%,USD 463.80,1000.00,100.00,,,,0,
"Neuberger Berman Asian Debt Hard Currency A Acc USD",USD,4,Y,N,N,Y,1.20%,1.40%,USD 18.98,1000.00,100.00,,,,0,
"Neuberger Berman Asian Debt Hard Currency A MDis USD",USD,4,Y,N,N,Y,1.20%,1.40%,USD 18.98,1000.00,100.00,4.70%,Payout,M,0,
"Legg Mason Brandywine - Global Fixed Income Absolute Return A Acc USD",USD,4,Y,N,N,N,1.35%,1.58%,USD 733.00,1000.00,100.00,,,,0,
"Schroder ISF Japanese Equity A Acc USD",USD,8,Y,N,N,N,1.25%,1.59%,JPY 195261.64,1000.00,100.00,,,,0,
"Fidelity Greater China Multi Asset Growth & Income A-ACC-USD",USD,8,Y,N,N,N,1.25%,1.61%,USD 28.00,1000.00,100.00,,,,0,
"Manulife SGD Income A QDis SGD",SGD,3,Y,N,N,Y,1.00%,1.15%,SGD 661.69,1000.00,100.00,4.03%,Payout,Q,0,
"Aberdeen Standard Singapore Equity USD",USD,8,Y,N,N,N,1.50%,1.75%,SGD 800.00,1000.00,100.00,,,,0,
"BNP Paribas Energy Transition Classic USD",USD,10,Y,N,N,N,1.50%,1.97%,EUR 3188.00,1000.00,100.00,,,,0,
"BNP Paribas Flexi I US Mortgage Classic MD Dis USD",USD,5,Y,N,N,N,0.90%,1.26%,USD 431.00,1000.00,100.00,1.97%,Payout,M,0,
"BNP Paribas Flexi I US Mortgage Classic H MD Dis AUD",AUD,5,Y,N,N,N,0.90%,1.26%,USD 431.00,1000.00,100.00,1.99%,Payout,M,0,
"HGIF - Global Emerging Markets Equity AD SGD",SGD,9,Y,N,N,Y,1.50%,1.90%,USD 346.02,1000.00,100.00,0.55%,Reinvest,Y,0,
"Fidelity Asian High Yield A-MINCOME(G)-SGD (hedged)",SGD,5,Y,N,N,N,1.00%,1.39%,USD 5191.00,1000.00,100.00,6.94%,Payout,M,0,
"Fidelity Global Multi Asset Growth & Income A-ACC-SGD",SGD,10,Y,N,N,N,1.25%,1.68%,SGD 265.00,1000.00,100.00,,,,0,
"Schroder ISF UK Equity A Acc GBP",GBP,9,Y,N,N,N,1.25%,1.60%,GBP 87.40,1000.00,100.00,,,,0,
"Phillip Money Market SGD",SGD,0,Y,N,N,Y,0.35%,0.48%,SGD 1444.00,500.00,100.00,,,,0,
"JPMorgan Funds - America Equity A (dist) USD",USD,8,Y,N,N,Y,1.50%,1.71%,USD 3468.80,1000.00,100.00,0.00%,Reinvest,Y,0,
"Allianz US Short Duration High Income Bond Cl AM DIS H2-SGD",SGD,4,Y,N,N,Y,1.10%,1.34%,USD 1531.08,1000.00,100.00,4.72%,Payout,M,0,
"PIMCO Income Fund Cl E Acc EUR-H",EUR,4,Y,N,N,Y,1.45%,1.45%,USD 70400.00,1000.00,100.00,,,,0,
"Fidelity European High Yield A-MDIST-SGD",SGD,4,Y,N,N,N,1.00%,1.40%,EUR 2833.00,1000.00,100.00,3.45%,Payout,M,0,
"PIMCO Diversified Income Duration Hedged Fund Cl E Acc EUR-H",EUR,4,Y,N,N,Y,1.59%,1.59%,USD 1400.00,1000.00,100.00,,,,0,
"PIMCO Diversified Income Fund Cl M Inc AUD-H",AUD,4,Y,N,N,Y,1.59%,1.59%,USD 18900.00,1000.00,100.00,2.07%,Payout,M,0,
"PIMCO Diversified Income Fund Cl E Acc EUR-H",EUR,4,Y,N,N,Y,1.59%,1.59%,USD 18900.00,1000.00,100.00,,,,0,
"Legg Mason Royce - US Smaller Companies A Acc USD",USD,10,Y,N,N,N,1.50%,1.98%,USD 109.00,1000.00,100.00,,,,0,
"Blackrock Asian Tiger Bond A2 SGD-H",SGD,4,Y,N,N,Y,1.00%,1.22%,USD 5862.95,1000.00,100.00,,,,0,
"Neuberger Berman European High Yield Bond A MDis USD-H",USD,4,Y,N,N,Y,1.20%,1.40%,EUR 31.71,1000.00,100.00,6.51%,Payout,M,0,
"BNP Paribas Emerging Multi-Asset Income Classic RH MD Dis CNH",CNH,6,Y,N,N,N,1.25%,1.66%,USD 143.52,1000.00,100.00,9.39%,Payout,M,0,
"Maybank Asian Equity Fund A Acc USD",USD,8,Y,N,N,N,1.50%,1.74%,SGD 160.90,1000.00,100.00,,,,0,
"Maybank Asian Income Fund A Acc SGD",SGD,4,Y,N,N,N,1.00%,1.17%,SGD 190.20,1000.00,100.00,,,,0,
"Neuberger Berman US Real Estate Securities A Acc USD",USD,10,Y,N,N,Y,1.50%,1.80%,USD 500.44,1000.00,100.00,,,,0,
"Neuberger Berman Emerging Market Corporate Debt A MDis SGD-H",SGD,5,Y,N,N,Y,1.60%,1.80%,USD 160.90,1000.00,100.00,5.12%,Payout,M,0,
"Blackrock Latin American A2 GBP",GBP,9,Y,N,N,Y,1.75%,2.11%,USD 871.53,1000.00,100.00,,,,0,
"United Global Quality Growth Fund Acc SGD",SGD,7,Y,N,N,Y,1.50%,1.85%,SGD 1041.31,1000.00,100.00,,,,0,
"United Global Quality Growth Fund Acc USD",USD,7,Y,N,N,N,1.50%,1.84%,USD 782.71,1000.00,100.00,,,,0,
"Amundi Funds Global Aggregate Bond A2 (C) SGD",SGD,4,Y,N,N,N,0.95%,1.20%,USD 4789.11,1000.00,100.00,,,,0,
"Amundi Funds Global Aggregate Bond A2 (MD) SGD",SGD,4,Y,N,N,N,0.95%,1.20%,USD 4789.11,1000.00,100.00,1.53%,Payout,M,0,
"United Global Quality Growth Fund Dis SGD",SGD,7,Y,N,N,Y,1.50%,1.86%,SGD 1041.31,1000.00,100.00,3.44%,Payout,M,0,
